time x y z T0
355320.0000000000 -1132915.1620876994 6092529.6648962814 1504633.5329965623 5.8759291942
355350.0000000000 -1132916.0729043356 6092529.1682678154 1504633.7669072200 23.0075329731
355380.0000000000 -1132916.2927727366 6092531.4096794780 1504634.4243064576 11.6510434844
355410.0000000000 -1132914.9030768783 6092529.1632403368 1504633.7956717077 2.6435864436
355440.0000000000 -1132915.3849138666 6092529.1942914966 1504633.4710343054 4.5454337474
355470.0000000000 -1132915.7277452536 6092529.5272162408 1504633.8408946956 13.5184726215
355500.0000000000 -1132915.5244265387 6092527.9477800149 1504633.7585317988 3.2894839116
355530.0000000000 -1132915.8974073825 6092529.4209431885 1504633.7230495582 7.3600113766
355560.0000000000 -1132916.5948528245 6092528.8601077218 1504633.9684108631 6.4642514588
355590.0000000000 -1132916.0953268050 6092528.9707693625 1504633.9058338162 12.1503213878
355620.0000000000 -1132916.2737892468 6092530.0570648843 1504634.1348310004 16.2394965844
355650.0000000000 -1132915.1920321563 6092527.7731186235 1504633.7515451133 21.7382048855
355680.0000000000 -1132915.2448053311 6092527.3710249467 1504632.8732249509 8.0733040994
355710.0000000000 -1132916.2594014930 6092529.6019961862 1504633.3236254242 14.2850845078
355740.0000000000 -1132915.5124399934 6092530.6142425686 1504633.4945240822 11.0960087496
355770.0000000000 -1132915.4700482937 6092528.7420796715 1504633.3629477224 6.0862069165
355800.0000000000 -1132915.4319719083 6092528.2274005599 1504633.3965529767 26.3589117862
355830.0000000000 -1132915.2171402101 6092529.7351548998 1504632.9171647073 8.1511883350
355860.0000000000 -1132916.3909513792 6092529.1632240694 1504633.8351559022 6.8883589598
355890.0000000000 -1132915.9906310136 6092528.9977418594 1504633.8910727727 6.5452124442
355920.0000000000 -1132914.8128576893 6092528.6238103285 1504632.4906658609 4.9729018462
355950.0000000000 -1132914.4105560342 6092528.8713696757 1504633.3657505792 8.0924291569
355980.0000000000 -1132914.9476870198 6092527.3590139840 1504633.0352903702 5.9315034786
356010.0000000000 -1132914.0814018876 6092528.4092560988 1504632.6822721327 7.3455989089
356040.0000000000 -1132914.3807463320 6092526.4509739373 1504632.9223938754 18.8513813424
356070.0000000000 -1132915.3741661715 6092527.4107460445 1504633.1041416116 7.7383446411
356100.0000000000 -1132914.6874199964 6092527.3086456964 1504634.0900096172 25.5298502961
356130.0000000000 -1132914.8744185774 6092527.8267117264 1504632.6656502872 3.8793808882
356160.0000000000 -1132914.5157391196 6092527.1005372945 1504633.2963287004 20.4509447490
356190.0000000000 -1132914.8185377584 6092527.6899576215 1504632.9471170837 3.3678532152
356220.0000000000 -1132914.8277968154 6092527.7042512614 1504633.4398833700 1.8515202840
356250.0000000000 -1132913.5450936691 6092528.8361738110 1504632.5093728707 0.6499077365
356280.0000000000 -1132913.6983180104 6092527.1916843532 1504632.1309989104 12.2228179551
356310.0000000000 -1132914.9714411104 6092530.0579480985 1504632.9122274271 0.5917899073
356340.0000000000 -1132915.4950864771 6092528.1349864686 1504632.9660377027 1.9575522890
356370.0000000000 -1132915.7889783308 6092528.3385433462 1504633.5060644469 11.1130476535
356400.0000000000 -1132915.1226683038 6092528.0102242474 1504633.1560802946 5.2733188452
356430.0000000000 -1132915.6941220250 6092530.0308443857 1504633.4482665712 5.8446315655
356460.0000000000 -1132916.1101852618 6092529.0343494304 1504632.8704973904 25.5549954870
356490.0000000000 -1132915.9530467743 6092529.8771622535 1504633.0964028134 16.7402863363
356520.0000000000 -1132914.7490800812 6092528.2502132542 1504632.8174291737 4.7229298321
356550.0000000000 -1132916.4227013707 6092528.5989923310 1504633.1995281249 9.2924826061
356580.0000000000 -1132916.6512270034 6092529.2364519229 1504633.4825099118 11.0517860930
356610.0000000000 -1132915.6219640053 6092527.9337476352 1504632.9024219892 10.8181202871
356640.0000000000 -1132915.6115461939 6092528.5074516637 1504632.8757029942 30.2457764790
356670.0000000000 -1132915.8182254622 6092528.1345605003 1504632.8019328380 11.2261132983
356700.0000000000 -1132914.3370880033 6092526.3948211493 1504630.7158259845 40.2895057921
356730.0000000000 -1132915.5647237960 6092527.5303150946 1504631.6786804795 52.1471299531
356760.0000000000 -1132914.9113687465 6092527.3750944212 1504631.7963707929 30.2575910775
356790.0000000000 -1132915.8474025000 6092528.2837792570 1504632.6605048007 18.0008568612
356820.0000000000 -1132916.2765748051 6092529.8158268547 1504633.3084553918 45.5192570107
356850.0000000000 -1132915.4067175295 6092528.0542095779 1504631.3323007859 45.1594222003
356880.0000000000 -1132916.2889939761 6092529.3593552345 1504632.1331576684 58.3360538737
356910.0000000000 -1132916.4477132387 6092529.4437533729 1504632.2422535755 75.2671487248
356940.0000000000 -1132916.8413377199 6092529.8773269868 1504632.7933796495 107.7861526588
356970.0000000000 -1132916.6338641217 6092528.2631411059 1504631.6583210747 71.3174289276
357000.0000000000 -1132916.0338251626 6092530.2184726261 1504632.4620876282 116.4467174704
357030.0000000000 -1132911.1831872303 6092504.4669086402 1504626.2120123692 12427.9167102949
357060.0000000000 -1132911.2548109347 6092503.9184260890 1504626.9357690150 10847.4423705714
357090.0000000000 -1132910.6936497097 6092505.2812136263 1504626.7476597207 10249.8151307974
357120.0000000000 -1132912.0676040647 6092502.3471636074 1504627.7968435150 10435.0924909419
357150.0000000000 -1132911.4958885903 6092504.8546483722 1504627.7715930068 12444.5007648888
357180.0000000000 -1132910.6603740458 6092502.2047634069 1504627.0218149864 11305.0291367882
357210.0000000000 -1132911.2400191771 6092504.8657395402 1504627.3121179095 12101.4692495716
357240.0000000000 -1132911.8179666412 6092504.7990602870 1504626.8083128240 12381.1931927308
357270.0000000000 -1132911.3192278107 6092505.1817010585 1504627.6530580434 11612.2770322205
357300.0000000000 -1132912.3913235110 6092503.6191014107 1504626.5962727186 15975.5441843712
357330.0000000000 -1132911.8628178418 6092505.6010777047 1504626.8933633210 13018.8558766468
357360.0000000000 -1132910.7700520656 6092503.5683809696 1504625.8241719317 16273.0814734659
357390.0000000000 -1132912.3284692271 6092505.3455992285 1504627.2685235944 13922.7128535873
357420.0000000000 -1132909.9776687608 6092503.0106265219 1504626.0132150969 14182.4581322492
357450.0000000000 -1132911.3803351717 6092504.5526065351 1504626.0871593368 16818.6283667297
357480.0000000000 -1132912.3082473697 6092505.8723776070 1504625.9096232099 14880.4980842436
357510.0000000000 -1132911.5663828508 6092505.7487015594 1504626.2564071366 15723.6697160797
357540.0000000000 -1132913.1634856898 6092506.3396618236 1504627.4739866236 15131.7711000106
357570.0000000000 -1132911.5984374650 6092505.7700826637 1504625.5919366151 16213.6300425583
357600.0000000000 -1132912.0373611227 6092504.5779576283 1504625.6922514420 16332.1254391477
357630.0000000000 -1132912.7636199873 6092505.8391878754 1504626.7558358125 18771.4015426710
357660.0000000000 -1132912.4280176358 6092505.6508561373 1504626.4708837040 20123.5426360059
357690.0000000000 -1132913.3788374101 6092508.7604273194 1504627.1105646775 21968.3470705957
357720.0000000000 -1132912.3073824206 6092506.8425864782 1504626.3564665939 15695.4771899034
357750.0000000000 -1132912.1541449986 6092505.7633144855 1504625.9281233752 18564.7576633142
357780.0000000000 -1132912.0094665501 6092505.4335639477 1504625.1135882544 19293.2002425662
357810.0000000000 -1132911.8600118353 6092506.9344033459 1504625.3671906933 21484.3306628644
357840.0000000000 -1132912.8862285854 6092507.1763766753 1504626.0525895329 26082.4646002869
357870.0000000000 -1132913.0835784574 6092507.2286670161 1504626.2514519123 23697.4989072644
357900.0000000000 -1132912.0608863193 6092507.3738929229 1504626.0202010972 21468.3684167682
357930.0000000000 -1132912.8056427438 6092506.5384773361 1504625.7147768834 24926.4422005346
357960.0000000000 -1132912.8791450476 6092508.8752543991 1504626.5538668639 21034.4285290768
357990.0000000000 -1132913.6462145741 6092507.7150078136 1504625.7527569134 26180.2400152139
358020.0000000000 -1132913.3260823302 6092508.8140549352 1504624.6965412069 26573.0469198300
358050.0000000000 -1132912.5632001758 6092506.9925355380 1504624.8109848266 26075.7450961866
358080.0000000000 -1132912.3686116566 6092508.6247669002 1504625.8365226805 26123.3637290167
358110.0000000000 -1132914.7168913228 6092510.4959249794 1504626.4315737209 28747.8124395516
358140.0000000000 -1132914.4583984518 6092510.2267493596 1504625.9337674705 32607.0302115021
358170.0000000000 -1132914.4101331041 6092511.8325528046 1504626.4721898537 29528.8849357814
358200.0000000000 -1132911.4072198174 6092508.1214573663 1504631.4450173848 11899.4983791658
358230.0000000000 -1132912.0751670783 6092508.9384890925 1504631.7266163556 14390.4765246308
358260.0000000000 -1132911.6459676719 6092507.8817041768 1504630.8608256839 10888.2862961549
358290.0000000000 -1132913.0777612396 6092509.3015252901 1504631.1801350876 10871.3283532914
358320.0000000000 -1132911.8765725857 6092508.8054134799 1504630.8916921683 10390.2375463392
358350.0000000000 -1132910.3977087236 6092508.3179831682 1504631.4873094128 10399.6297125077
358380.0000000000 -1132911.0765815347 6092507.0386143718 1504630.8506411563 9088.2978187558
358410.0000000000 -1132912.5323046085 6092510.6926568598 1504631.1722281270 12258.1817449221
358440.0000000000 -1132913.0035381659 6092511.9101464236 1504632.7830553381 10888.8116212270
358470.0000000000 -1132911.4911794092 6092511.1070116432 1504632.1539571316 10736.9932615389
358500.0000000000 -1132912.8228879361 6092512.1583088050 1504632.2377090005 10031.8332051714
358530.0000000000 -1132912.7450872387 6092510.8955831043 1504632.4311294330 13512.1680656921
358560.0000000000 -1132912.8883943730 6092509.7228722097 1504631.8395644096 13962.5842286790
358590.0000000000 -1132913.1203454509 6092510.5612783227 1504632.5703469568 11642.7557646954
358620.0000000000 -1132912.9241267601 6092511.8666408788 1504632.7863253041 14815.2378765529
358650.0000000000 -1132912.6519657602 6092511.7978627412 1504633.0330351910 11326.5439206934
358680.0000000000 -1132911.9554939999 6092512.0068814969 1504632.7553996881 12236.6420616261
358710.0000000000 -1132912.3186428139 6092510.6735600038 1504632.1818349585 12143.7795128246
358740.0000000000 -1132912.3568469691 6092511.3041809024 1504632.6540704696 10279.6049977965
358770.0000000000 -1132913.5048843094 6092512.4290108923 1504633.3767682430 8796.9553346788
358800.0000000000 -1132916.1815733328 6092531.1571445270 1504633.8208942255 7.9662752920
358830.0000000000 -1132915.7526743377 6092529.4412902519 1504633.5271970390 5.2697650232
358860.0000000000 -1132916.6820382748 6092530.7592789875 1504633.5571871088 12.4897952950
358890.0000000000 -1132915.6642735458 6092530.2908143243 1504633.6851436771 2.3375444635
358920.0000000000 -1132916.3272050919 6092531.1981536606 1504633.7095045138 1.0389748795
358950.0000000000 -1132916.6295051703 6092530.9550955901 1504633.7995252933 2.6224277639
358980.0000000000 -1132915.2756060101 6092528.1485281512 1504633.3307004408 11.8637744081
359010.0000000000 -1132914.9921177742 6092530.2354855295 1504633.7755200486 3.6613106410
359040.0000000000 -1132914.2830687868 6092528.4214433385 1504632.2000629657 19.7717109396
359070.0000000000 -1132915.6272515727 6092530.5319018345 1504633.6352520662 7.5350692365
359100.0000000000 -1132915.2303437295 6092527.6848472990 1504633.2886700470 3.7843607783
359130.0000000000 -1132915.5752935619 6092528.6437144913 1504633.5337151515 7.7034587429
359160.0000000000 -1132914.8330965056 6092528.0510492027 1504632.8571703229 8.2952969158
359190.0000000000 -1132915.6486207866 6092529.6786558237 1504633.7334890263 4.3729130032
359220.0000000000 -1132916.0298415788 6092530.6643221360 1504633.6116337359 3.0675927219
359250.0000000000 -1132916.7164213175 6092530.3506244877 1504634.2178610177 4.9776808616
359280.0000000000 -1132915.8114972354 6092529.8575502010 1504634.0458399875 3.0030503527
359310.0000000000 -1132915.5391321951 6092527.5543881655 1504633.0518228360 17.9719818881
359340.0000000000 -1132915.2643628239 6092528.3672920903 1504633.4289722112 1.3079318149
359370.0000000000 -1132915.8807592506 6092529.3672454571 1504632.8494151770 2.5014422610
359400.0000000000 -1132916.6400817253 6092528.4121590620 1504632.9693218402 26.2945096670
359430.0000000000 -1132915.3565874612 6092527.3360108621 1504632.6993471503 2.9935152447
359460.0000000000 -1132916.0442942667 6092529.0146665834 1504632.8612209228 9.6749787485
359490.0000000000 -1132914.8528626943 6092528.6016489211 1504633.0055846286 4.8785956704
359520.0000000000 -1132915.8941197896 6092529.2330747722 1504633.5875849680 10.4925023132
359550.0000000000 -1132915.0397436556 6092528.1101706000 1504632.9798458645 5.1033391792
359580.0000000000 -1132915.3787181731 6092529.5810503196 1504632.9374065825 9.5938287119
359610.0000000000 -1132915.7961700805 6092530.6901926659 1504634.3264696549 6.1827377382
359640.0000000000 -1132915.8261754818 6092530.4527946059 1504634.0455755068 1.3492177837
359670.0000000000 -1132915.9484252390 6092531.8178641452 1504634.7044394559 11.8251365612
359700.0000000000 -1132914.4512359290 6092530.3389033517 1504633.4425324174 7.5824501418
359730.0000000000 -1132915.1303666467 6092527.3818100849 1504632.2887587021 11.6211508082
359760.0000000000 -1132915.2285344303 6092529.6505681444 1504633.4681117563 5.0144658611
359790.0000000000 -1132915.2062278476 6092529.3383657886 1504633.1014986148 1.2045113236
359820.0000000000 -1132914.6306175899 6092528.7455490865 1504633.8593960847 4.2999484535
359850.0000000000 -1132915.0865136648 6092530.0232409872 1504633.8369209410 6.0566604098
359880.0000000000 -1132914.5218832353 6092529.4071943490 1504633.8010938684 9.8602004157
359910.0000000000 -1132915.7279750321 6092529.2640681714 1504633.4083746199 6.7091054531
359940.0000000000 -1132915.3903457040 6092530.2137458120 1504633.4356275732 14.2434808376
359970.0000000000 -1132915.4770304835 6092530.3527714582 1504633.5207465810 18.2035824908
360000.0000000000 -1132915.2541136823 6092529.8709720718 1504633.8567504284 1.0724186775
