time x y z T0 thrd C21 C24 C25 C26 C33 C34 C38 C39 C40 C42 C43 C59 C60 C23 C41 
345600.0000000000 -1132915.3139584451 6092527.2557178950 1504632.6252817188 0.0366828987 11.3140434823 0.8404076388 0.2987949289 0.8389273036 1.4431461713 -1.2404674559 -0.0996168117 -0.0000000000 -0.0316091351 -0.0168254402 0.5194999712 0.3271507786 -2.1655484905 -0.6922969876 0.0000000000 0.0000000000 
345630.0000000000 -1132915.7185013006 6092528.8369894233 1504633.7550529134 0.0001005762 11.3140434823 0.7709219541 0.0777697342 0.3678494557 0.9008876295 -0.8052585460 0.2193538279 -0.0000000000 -0.3548165560 -0.3362874781 0.6566007234 0.2918180722 -1.5125758690 -0.2367271545 0.0000000000 0.0000000000 
345660.0000000000 -1132916.4279416341 6092529.8329595169 1504632.9008165877 0.0569664091 11.3140434823 0.6328195858 0.3956250241 -0.7455271211 0.2407437412 -1.2922771398 0.5883135562 -0.0000000000 0.2662253707 -0.9431794939 0.8809305162 1.8542809136 -0.7914251634 -0.7567808380 0.0000000000 0.0000000000 
345690.0000000000 -1132914.3205609475 6092528.0396593204 1504632.9048567223 0.0032177162 11.1654816136 0.3060277342 0.9814323134 -1.1850638917 1.5309134584 -0.6789913312 0.0000000000 -0.0000000000 -0.1960340986 1.3721534925 -0.2332631982 0.5410675549 -2.4337005846 0.2189745855 0.0000000000 0.0000000000 
345720.0000000000 -1132913.9799940514 6092526.4221444624 1504634.4733214090 0.0696388613 11.3140434823 0.0590732284 0.5392435063 -0.2761252496 1.2185557966 -1.2487845811 3.0145998606 0.0000000000 0.9064515389 -1.0678977686 0.5938994533 -0.5118184815 -2.0520776702 -0.9492103150 0.0000000000 0.0000000000 
345750.0000000000 -1132914.4313229762 6092528.5289262524 1504632.7480043829 0.0000499133 11.3140434823 -0.5144136657 0.9733253860 0.5333649091 1.0328715680 0.7581598667 2.2713744136 0.0000000000 -0.5564980651 0.1879974217 -0.2438571906 -2.8620478963 -1.4097855457 -0.3581585562 0.0000000000 0.0000000000 
345780.0000000000 -1132914.5857949872 6092528.4843761781 1504632.7286543604 0.0135018382 11.1654816136 0.6607120553 0.6412204614 0.8646426165 0.0055389785 -0.0009513696 -1.8499661390 -0.0000000000 0.2847385194 2.0562894344 0.0000000000 -0.4695070277 -1.9272656752 -0.4432123597 0.0000000000 0.0000000000 
345810.0000000000 -1132914.1560947089 6092528.0232768673 1504633.5875587619 0.0037385424 11.3140434823 -0.7292830228 0.5826719921 1.9049907628 1.1561350485 -0.4147502691 0.1635067318 -0.0000000000 0.4092868814 0.8015797659 0.1236071307 -1.6348869966 -1.1838697055 -1.4160672305 0.0000000000 0.0000000000 
345840.0000000000 -1132914.6176936992 6092529.2275897814 1504632.9241663779 0.0043648283 11.3140434823 -0.5371599539 1.0702748575 -0.6638393847 0.2354661123 -0.4286173833 2.1392169927 0.0000000000 1.2095971609 0.6809317017 0.4001014832 -1.0468872059 -1.9523438510 -0.9274392806 0.0000000000 0.0000000000 
345870.0000000000 -1132915.2873147558 6092531.3296783539 1504632.4239411100 0.1471214772 11.3140434823 1.1314785674 1.0033792988 -0.2799705813 -0.4300330082 0.3927191826 0.8380342939 0.0000000000 0.5856298063 1.0026116513 -0.0542352258 -1.4124228972 -2.6620988877 -0.1663620328 0.0000000000 0.0000000000 
